name,period_d,depth_ppm,snr,prob,pred_discovery,pred_strict,truth
TOI-1408.01,4.424704074859619,2447.0,77.37600629242321,0.8288285136222839,1,1,1
TOI-1836.01,20.380783081054688,2371.5221505,24.693123486111038,0.8687454462051392,1,1,1
TOI-540.01,1.2391533851623535,2318.6594409,10.50676908886513,0.7905950546264648,1,1,1
TOI-603.01,16.179861068725586,2249.0,11.25303332960116,0.8724241852760315,1,1,1
TOI-1267.01,6.790098190307617,2158.1733568,5.710076631517145,0.8240285515785217,1,1,1
TOI-1640.01,1.9495402574539185,2089.2444115,20.01732713097321,0.7771629691123962,1,1,1
TOI-954.01,3.684969902038574,2070.0,11.42201964968502,0.6688610315322876,1,1,1
TOI-4462.01,4.913302421569824,2040.0,3.727870312350306,0.6035945415496826,1,1,1
TOI-663.02,4.695598602294922,1969.101717,11.820958810534604,0.826726496219635,1,1,1
TOI-5087.01,17.30706214904785,1909.0,9.597708883241706,0.8701086640357971,1,1,1
TOI-969.01,1.8237371444702148,1890.0,8.577520215833143,0.7025430202484131,1,1,1
TOI-2084.01,6.078402996063232,1810.0,9.29880165000464,0.8573583960533142,1,1,1
TOI-2184.01,6.906786918640137,1751.7778572,7.121226007910443,0.874333381652832,1,1,1
TOI-6004.01,9.878684043884277,1728.7453821,5.609340181169585,0.858074963092804,1,1,1
TOI-1266.02,18.801610946655273,1686.7881033,3.09569481832916,0.8948642611503601,1,1,1
TOI-175.01,3.690675973892212,1657.0,73.21037028417796,0.8462285995483398,1,1,1
TOI-5155.01,9.795653343200684,1633.7953711,4.982602274200597,0.8662497997283936,1,1,1
TOI-178.01,6.557851314544678,1596.0,11.100995836220434,0.877216637134552,1,1,1
TOI-177.01,2.8531014919281006,1547.1068927,24.29757686331342,0.814116358757019,1,1,1
TOI-5141.01,11.814172744750977,1504.894167,13.44831863004384,0.8423342704772949,1,1,1
TOI-942.01,4.32765007019043,1480.0,2.3933492485882666,0.8365382552146912,1,1,1
TOI-1467.01,5.97113561630249,1437.1086027,8.42978254243602,0.8825500011444092,1,1,1
