kepoi_name,ss,snr
K00657.02,0,60.0
K00658.01,0,75.4
K00707.03,0,57.6
K00707.04,0,48.8
K00707.05,0,27.3
K00708.01,0,85.7
K04577.02,0,9.6
K00109.01,1,53.1
K00658.02,0,58.8
K00658.03,0,18.5
K00659.01,0,46.9
K00660.01,0,77.9
K07621.01,0,7.5
K00661.01,0,41.1
K00708.02,0,55.1
K00709.01,0,67.3
K00710.01,0,49.0
K00710.02,0,23.2
K04622.02,0,9.7
K00710.03,0,20.8
K00603.01,1,131.2
K00604.01,1,438.2
K00605.01,0,98.1
K00605.02,0,10.4
K00606.01,1,113.2
K00607.01,0,252.5
K00661.02,0,14.6
K00662.01,0,78.6
K00663.01,0,99.8
K07622.01,0,10.0
K00103.01,0,116.9
K00663.02,0,60.8
K00711.01,0,71.3
K00711.02,0,47.4
K00711.03,0,47.5
K04692.02,0,8.4
K00712.01,1,37.4
K00713.01,1,131.4
K00608.01,0,120.3
K00609.01,1,63.3
K00610.01,0,44.7
K00611.01,0,466.2
K00008.01,0,48.4
K00094.04,0,47.2
K00664.01,0,43.1
K00664.02,0,25.6
K07623.01,0,10.5
K00664.03,0,14.1
K00665.01,0,97.6
K00665.02,0,38.0
K00110.01,0,161.4
K00714.01,0,160.3
K04700.02,0,9.1
K00715.01,1,67.8
K00716.01,0,119.6
K00717.01,0,36.3
K00612.01,0,44.2
K00612.02,0,49.9
K00613.01,0,26.7
K00614.01,0,218.5
K00615.01,1,86.6
K00665.03,0,27.2
K00666.01,0,74.2
K07636.01,0,9.5
K00667.01,0,205.8
K00668.01,1,2013.6
K00104.01,0,312.7
K00669.01,1,86.6
K00717.02,0,14.6
K00718.01,0,84.8
K00718.02,0,74.4
K00718.03,0,34.1
K00719.01,0,82.1
K00616.01,0,39.6
K00617.01,1,222.3
K00618.01,0,59.1
K00619.01,1,200.5
K00620.01,0,285.1
K00670.01,0,42.5
K00671.01,0,41.5
K07637.01,0,6.9
K00671.02,0,27.4
K00671.03,0,19.6
K00671.04,0,18.2
K00719.02,0,26.9
K00111.01,0,165.5
K07631.01,0,10.1
K00719.03,0,42.9
K00719.04,0,35.6
K00720.01,0,45.5
K00097.01,1,2590.1
K00620.02,0,365.2
K00620.03,0,32.6
K00621.01,0,731.7
K00622.01,0,117.9
K00623.01,0,44.5
K00672.01,0,63.7
K07638.01,0,12.6
K00672.02,0,95.0
K00672.03,0,71.5
K00673.01,0,22.6
K00105.01,0,198.3
K00674.01,0,201.9
K07632.01,0,7.4
K00720.02,0,28.1
K00720.03,0,20.1
K00720.04,0,16.3
K00721.01,0,50.1
K00722.01,0,51.2
K07634.01,0,21.6
K00623.02,0,39.6
K00623.03,0,41.4
K00623.04,0,18.8
K00624.01,0,67.2
K00624.02,0,31.2
K00098.01,0,526.1
K00675.01,0,98.7
K00676.01,0,206.7
K00676.02,0,158.0
K00677.01,0,42.6
K00678.01,0,14.9
K00678.02,0,20.5
K00723.01,0,59.3
K00723.02,0,50.8
K00111.02,0,112.8
K00723.03,0,51.4
K07635.01,0,9.7
K00724.01,0,41.7
K00624.03,0,44.2
K00625.01,1,58.9
K00626.01,0,53.0
K00626.02,0,11.7
K07639.01,0,7.1
K00627.01,0,77.3
K00679.01,0,73.4
K00679.02,0,11.5
K00680.01,0,1208.1
K00009.01,1,373.9
K07633.01,1,86.2
K00106.01,1,45.4
K00681.01,1,1282.3
K04062.01,1,37.7
K04063.01,1,31.0
K04064.01,0,30.8
K04065.01,0,15.6
K04066.01,0,24.8
K04135.01,1,4.8
K02289.02,0,20.9
K07646.01,0,8.0
K04136.01,0,15.2
K04136.02,0,15.5
K04137.01,1,81.7
K02220.04,0,13.2
K04067.01,0,18.1
K04068.01,0,23.7
K04069.01,0,21.4
K04070.01,1,23.7
K04138.01,0,33.8
K04139.01,0,15.6
K07650.01,0,9.1
K04140.01,0,6.4
K04141.01,0,105.2
K04142.01,0,18.2
K04071.01,0,18.7
K04072.01,0,20.9
K04073.01,0,
K04074.01,0,19.9
K04075.01,1,23.4
K04143.01,0,18.9
K04144.01,0,25.1
K07642.01,1,41.1
K02298.02,0,10.9
K04145.01,0,18.3
K04146.01,0,18.4
K04076.01,0,17.1
K02220.05,0,11.7
K04077.01,0,246.0
K04078.01,0,72.2
K04079.01,0,10.0
K04147.01,0,21.5
K04148.01,1,26.9
K04149.01,0,17.4
K04149.02,0,12.8
K04150.01,0,16.7
K04080.01,0,15.7
K04081.01,0,13.9
K04082.01,1,24.3
K04083.01,0,33.8
K04084.01,0,16.1
K04154.02,1,19.9
K04155.01,0,11.0
K04156.01,0,15.8
K07651.01,0,14.1
K04157.01,0,8.9
K04158.01,1,8.8
K00142.02,0,
K00255.02,0,9.4
K04085.01,0,189.0
K04086.01,0,7.0
K02243.02,0,18.3
K04087.01,0,24.1
K04088.01,0,53.7
K04163.01,0,20.0
K04164.01,0,11.2
K04165.01,1,41.1
K04166.01,0,16.8
K04167.01,1,18.2
K00435.05,0,45.0
K02175.02,0,29.5
K04019.01,0,12.2
K04020.01,1,52.6
K07652.01,0,13.0
K04021.01,0,14.0
K04089.01,0,286.2
K04090.01,0,25.5
K04091.01,0,18.6
K04092.01,0,19.5
K07643.01,0,8.8
K04093.01,1,38.3
K04151.01,0,16.1
K04152.01,0,18.6
K04153.01,0,14.7
K02303.02,0,9.7
K07647.01,0,9.4
K04154.01,0,10.9
K04021.02,0,7.5
K04022.01,0,25.2
K04023.01,0,31.1
K04024.01,0,6.8
K07644.01,0,8.1
K04025.01,1,25.3
K04094.01,1,8.9
K04095.01,0,15.5
K04096.01,1,3.4
K02250.02,0,31.0
K07648.01,0,10.0
K04097.01,0,20.2
K04159.01,0,16.7
K04160.01,0,15.8
K04161.01,0,6.4
K04162.01,0,57.6
K07640.01,0,40.3
K02357.02,0,13.3
K04026.01,0,78.0
K04027.01,0,30.6
K02193.02,0,12.0
K04028.01,0,259.3
K04029.01,0,78.4
K04097.02,0,10.4
K04098.01,0,13.6
K04099.01,0,17.4
K04100.01,0,23.2
K04101.01,0,13.0
K04168.01,0,25.3
K04169.01,0,15.0
K04170.01,1,21.2
K04171.01,1,42.6
K04172.01,0,1.8
K02360.02,1,
K04030.01,0,55.9
K04031.01,1,15.8
K04032.01,0,20.4
K04032.02,0,17.3
K04033.01,0,17.3
K04102.01,0,20.8
K07641.01,0,7.7
K04103.01,0,21.0
K04104.01,0,14.5
K04105.01,0,17.4
K02257.02,0,13.1
K04034.01,0,18.6
K04035.01,0,26.0
K04036.01,0,15.3
K02194.02,0,27.3
K04037.01,0,23.3
K04038.01,0,22.6
K04106.01,0,90.8
K07645.01,0,12.2
K04107.01,0,18.2
K04108.01,1,20.7
K04109.01,0,18.7
K04110.01,0,34.4
K04039.01,0,20.4
K04040.01,1,12.0
K04041.01,1,184.5
K04042.01,0,14.8
K04043.01,1,253.1
K04111.01,0,17.6
K07649.01,0,7.4
K04112.01,0,14.9
K04113.01,0,15.1
K04114.01,0,12.9
K04115.01,1,23.0
K04044.01,1,30.2
K04045.01,0,24.8
K04046.01,1,22.6
K02195.02,0,16.6
K04047.01,1,59.6
K00435.06,0,18.8
K07671.01,0,20.3
K02263.02,0,26.7
K04116.01,0,28.5
K04117.01,0,15.9
K04118.01,0,112.7
K04119.01,0,18.1
K04048.01,0,42.6
K04049.01,1,117.8
K04050.01,0,13.7
K04051.01,0,21.0
K04052.01,0,69.2
K07672.01,0,9.9
K04120.01,0,15.8
K04121.01,0,18.0
K04122.01,1,14.4
K04123.01,0,20.6
K04124.01,0,10.7
K04053.01,0,8.1
K04054.01,0,24.5
K04055.01,1,7.5
K04056.01,0,23.9
K02195.03,0,17.0
K07673.01,0,6.7
K04125.01,0,36.8
K02287.02,0,13.3
K04126.01,0,16.5
K04127.01,0,11.1
K04128.01,0,17.4
K04057.01,0,7.1
K04058.01,0,23.9
K04059.01,0,20.2
K04060.01,0,24.6
K04061.01,1,21.1
K07674.01,0,16.9
K04129.01,0,14.2
K04130.01,1,33.0
K04131.01,0,23.0
K04132.01,0,21.2
K04133.01,0,24.6
K04134.01,0,
K04341.01,0,12.5
K04342.01,0,15.7
K04343.01,0,16.9
K04344.01,0,23.5
K04345.01,0,12.9
K02859.04,0,13.2
K04409.01,0,13.9
K04410.01,0,11.6
K04411.01,0,12.0
K04412.01,0,15.3
K04205.01,0,17.9
K07653.01,0,10.9
K04206.01,1,22.0
K04207.01,0,17.1
K04208.01,0,13.7
K04209.01,0,6.4
K04275.01,1,21.4
K07661.01,0,7.0
K04276.01,0,21.8
K04277.01,0,19.1
K04278.01,0,19.1
K04279.01,1,143.0
K04346.01,0,11.3
K07664.01,0,4.8
K04347.01,0,15.7
K04348.01,0,12.8
K02585.03,0,10.5
K04349.01,0,17.0
K04413.01,0,4.3
K04414.01,0,13.9
K04415.01,1,21.2
K04416.01,0,6.2
K04417.01,1,33.4
K04210.01,0,11.0
K04211.01,0,19.7
K04212.01,0,17.7
K00571.05,0,13.1
K02433.04,0,12.8
K04280.01,0,17.9
K02505.02,1,116.9
K04281.01,0,7.6
K04282.01,0,21.3
K04283.01,0,7.8
K04350.01,0,13.3
K04351.01,0,79.6
K04352.01,0,31.6
K04353.01,0,11.8
K04354.01,0,21.3
K04355.01,0,3.4
K04418.01,0,7.0
K02949.02,0,10.3
K04419.01,0,24.1
K04420.01,0,25.8
K04421.01,0,11.5
K04212.02,0,8.9
K04213.01,0,16.7
K04214.01,0,11.0
K04215.01,0,15.3
K04216.01,1,62.0
K07654.01,0,26.7
K04284.01,0,8.8
K04285.01,0,17.1
K04286.01,1,43.3
K04287.01,0,12.9
K04288.01,0,14.9
K04355.02,0,6.5
K04355.03,0,7.0
K04355.04,0,10.1
K02590.02,0,19.4
K04355.05,0,6.4
K04356.01,0,14.8
K04357.01,0,16.6
K04422.01,0,10.6
K04423.01,0,254.3
K04424.01,0,12.7
K04425.01,0,32.8
K04426.01,0,11.9
K04217.01,0,14.7
K04218.01,0,4.0
K04219.01,0,12.1
K04220.01,1,57.0
K04221.01,0,18.7
K04288.02,0,11.7
K04289.01,1,15.2
K07655.01,0,8.3
K02529.02,0,14.2
K04290.01,0,11.3
K04291.01,0,13.0
K04292.01,0,13.7
K04358.01,0,11.7
K04359.01,0,9.4
K04360.01,0,13.1
K04361.01,0,11.9
K04362.01,0,6.6
K04427.01,0,13.2
K04428.01,0,14.0
K07665.01,0,7.2
K02972.02,0,14.5
K04429.01,0,17.7
K04430.01,0,18.7
K02433.05,1,14.3
K04222.01,0,13.1
K04223.01,0,13.8
K04224.01,0,15.1
K04225.01,0,25.5
K04293.01,0,11.9
K04294.01,1,90.4
K04295.01,0,13.6
K04296.01,0,12.3
K07656.01,0,25.8
K04297.01,0,17.1
K04363.01,0,15.2
K04364.01,0,9.9
K02722.05,0,9.3
K04365.01,0,8.2
K04365.02,0,4.9
K04439.01,1,8.1
K04440.01,0,15.1
K04441.01,0,70.1
K04442.01,0,14.5
K04443.01,0,11.2
K07666.01,0,8.9
K04226.01,0,15.0
K04227.01,0,16.1
K04228.01,0,176.1
K04229.01,0,
K04230.01,0,14.2
K04298.01,0,14.3
K04299.01,0,51.5
K02541.02,0,17.9
K04300.01,0,11.6
K04301.01,0,15.3
K04365.03,0,9.1
K04366.01,0,15.8
K07657.01,1,19.9
K04367.01,0,15.5
K04368.01,0,36.6
K04368.02,0,6.9
K04369.01,0,
K04431.01,0,13.8
K04431.02,0,10.5
K04432.01,0,8.7
K04433.01,0,10.1
K04434.01,0,20.7
K04231.01,0,9.7
K02442.02,0,12.9
K04232.01,0,15.1
K04233.01,0,12.8
K04234.01,0,14.7
K04302.01,0,13.4
K04303.01,0,13.1
K04304.01,0,13.2
K04305.01,0,13.1
K04306.01,1,29.7
K04370.01,0,14.1
K04371.01,0,13.7
K02732.02,0,31.6
K04372.01,0,11.9
K04373.01,1,15.1
K04435.01,0,12.9
K04436.01,0,9.8
K04437.01,0,18.1
K03004.02,0,9.8
K07662.01,0,10.0
K04438.01,0,24.1
K04235.01,0,14.8
K04236.01,1,34.7
K04237.01,0,17.1
K04238.01,0,42.1
K04239.01,1,14.1
K04307.01,0,16.1
K04308.01,0,117.2
K04309.01,0,11.3
K00612.03,0,23.3
K02563.02,0,10.6
K04374.01,0,13.1
K04375.01,0,25.8
K04376.01,0,25.7
K04377.01,0,15.2
K04378.01,0,10.0
K07658.01,0,9.5
K04444.01,0,13.2
K04445.01,0,17.7
K04446.01,0,16.9
K04447.01,0,14.2
K03043.02,0,7.1
K04240.01,1,21.4
K04241.01,0,15.4
K02458.02,0,20.1
K04242.01,0,13.9
K04243.01,0,10.6
K04310.01,0,11.3
K07668.01,0,8.4
K04311.01,0,23.7
K04312.01,0,12.6
K04313.01,0,13.4
K04314.01,1,13.2
K04379.01,0,10.3
K04380.01,0,16.4
K04381.01,0,11.0
K02732.04,0,14.9
K04382.01,0,12.7
K04173.01,0,14.8
K04174.01,0,17.6
K07659.01,0,12.1
K04175.01,0,17.9
K04176.01,0,13.3
K04177.01,0,18.7
K04244.01,1,230.7
K04245.01,0,15.3
K07663.01,0,13.6
K04246.01,0,11.7
K04247.01,0,17.7
K04248.01,1,16.4
K04315.01,0,27.8
K04316.01,0,17.7
K04317.01,0,9.3
K04318.01,0,12.5
K04319.01,1,24.4
K04382.02,0,10.3
K04383.01,0,10.6
K04384.01,0,12.2
K04385.01,0,13.6
K04386.01,0,14.7
K04178.01,0,6.3
K04179.01,1,18.9
K00566.03,0,9.8
K04180.01,0,14.8
K04181.01,0,18.4
K04182.01,0,117.8
K04249.01,0,15.3
K04250.01,0,15.4
K04251.01,0,9.0
K02485.02,0,17.9
K04252.01,0,13.0
K02579.02,0,16.2
K04320.01,0,14.1
K04321.01,0,15.2
K07669.01,0,11.7
K04322.01,0,14.7
K04322.02,0,8.2
K04387.01,0,9.1
K04388.01,1,1134.3
K04389.01,0,12.1
K04390.01,0,12.9
K02744.02,0,8.8
K02365.02,0,14.0
K04183.01,0,17.4
K04184.01,0,17.7
K04185.01,0,19.1
K07660.01,0,13.3
K04186.01,1,27.9
K04253.01,0,13.5
K04254.01,0,24.1
K04255.01,0,9.5
K04256.01,0,13.3
K04257.01,0,22.6
K04323.01,0,13.2
K04324.01,0,11.0
K04325.01,0,15.3
K04326.01,0,50.4
K04327.01,0,13.5
K07670.01,0,8.0
K04391.01,0,17.2
K04392.01,0,13.1
K04393.01,0,12.5
K04394.01,0,21.9
K04395.01,0,12.6
K04396.01,0,
K04187.01,0,16.9
K04188.01,0,17.4
K04189.01,0,27.4
K04190.01,0,15.3
K04191.01,1,10.4
K07695.01,0,14.4
K04258.01,0,26.4
K04259.01,0,13.9
K04260.01,0,15.2
K04261.01,0,15.7
K02485.03,0,16.0
K04328.01,0,7.7
K02579.03,0,12.6
K04329.01,0,14.2
K04330.01,0,12.8
K04331.01,0,9.5
K04396.02,0,
K04396.03,0,
K04397.01,0,20.3
K04398.01,0,11.8
K00647.02,0,10.5
K02842.03,0,26.0
K04192.01,0,19.3
K02420.02,0,10.4
K07689.01,1,1823.0
K04193.01,0,15.6
K04194.01,0,15.2
K04195.01,1,24.0
K04262.01,0,15.3
K04263.01,0,23.8
K07696.01,0,6.4
K04264.01,0,24.6
K04265.01,0,13.8
K04266.01,1,96.8
K04332.01,0,17.2
K04333.01,0,9.9
K04334.01,0,14.1
K04335.01,0,13.4
K04336.01,0,9.6
K04399.01,0,13.9
K04400.01,0,14.3
K04401.01,0,10.2
K04402.01,0,11.8
K04403.01,0,11.9
K04196.01,0,13.5
K04197.01,0,14.4
K04198.01,0,16.5
K04199.01,0,17.6
K04200.01,0,11.9
K04267.01,0,12.0
K04268.01,0,12.0
K04269.01,0,18.8
K04269.02,0,12.0
K04270.01,0,9.6
K04337.01,0,12.5
K04338.01,1,15.6
K02585.02,0,11.2
K04339.01,0,31.0
K04340.01,0,17.4
K04404.01,0,10.2
K07679.01,0,10.0
K04405.01,0,7.2
K04406.01,1,25.4
K04407.01,0,8.5
K04408.01,1,17.4
K04201.01,0,10.1
K04202.01,0,16.1
K07684.01,0,6.5
K02433.03,0,16.4
K04203.01,0,69.3
K04204.01,0,15.5
K02498.02,0,12.5
K04271.01,0,10.5
K07690.01,0,8.1
K04272.01,1,7.9
K04273.01,0,14.0
K04274.01,0,15.0
K04617.01,0,12.3
K04618.01,0,9.7
K07697.01,0,10.3
K04619.01,0,7.1
K04620.01,1,13.8
K04621.01,0,7.3
K04690.01,0,11.1
K04691.01,0,10.4
K04692.01,0,11.8
K00806.04,0,13.8
K03194.01,1,16.6
K04479.01,0,10.8
K04480.01,0,13.6
K04481.01,0,12.8
K07685.01,0,16.4
K04482.01,0,10.7
K04483.01,0,13.8
K04549.01,0,11.7
K04550.01,0,11.9
K04551.01,0,12.7
K07691.01,1,13.9
K04552.01,0,6.7
K04553.01,0,30.2
K04622.01,0,13.2
K04623.01,0,11.0
K03179.01,0,8.6
K04624.01,0,6.9
K04625.01,0,14.4
K04693.01,0,11.4
K04694.01,0,10.8
K04695.01,0,11.1
K04696.01,0,12.4
K04697.01,1,17.1
K07680.01,0,15.2
K04484.01,0,12.2
K04485.01,0,11.2
K04486.01,0,14.0
K03158.02,0,24.4
K04487.01,0,7.3
K03164.01,0,19.8
K04554.01,0,12.5
K04555.01,0,8.8
K04556.01,0,17.3
K04557.01,0,11.2
K04626.01,0,12.3
K04627.01,0,10.7
K04628.01,0,12.1
K04629.01,1,100.4
K04630.01,0,15.3
K04698.01,0,10.4
K04699.01,0,9.9
K04700.01,0,10.9
K04701.01,0,11.1
K04702.01,0,9.5
K04488.01,0,10.5
K04489.01,0,17.6
K04490.01,0,8.2
K04491.01,0,13.0
K04492.01,0,97.5
K04558.01,0,13.3
K04559.01,0,34.9
K04560.01,1,97.8
K04561.01,0,15.9
K04562.01,0,15.4
K04631.01,0,11.4
K04632.01,0,10.5
K04633.01,0,12.7
K07692.01,0,11.8
K03182.01,0,236.1
K04634.01,0,10.8
K03196.01,0,12.5
K04703.01,0,11.6
K04704.01,0,8.8
K04705.01,0,11.9
K04706.01,0,10.3
K04493.01,0,10.1
K04494.01,0,10.8
K04495.01,0,14.9
K04496.01,0,10.4
K07681.01,0,9.8
K00701.05,0,11.4
K04563.01,0,10.5
K03165.01,0,22.1
K04564.01,0,8.4
K04565.01,0,21.8
K04566.01,0,12.7
K04635.01,0,17.5
K04636.01,0,15.0
K04637.01,0,13.9
K04638.01,0,13.7
K04639.01,0,6.3
K04707.01,0,9.3
K04708.01,0,9.3
K04709.01,0,11.3
K04710.01,0,11.3
K04711.01,0,10.3
K03158.03,0,26.8
K04497.01,0,12.1
K04498.01,0,11.7
K04499.01,0,11.5
K04500.01,0,11.8
K04567.01,0,11.9
K04568.01,0,26.7
K07682.01,0,106.8
K04569.01,0,5.9
K04570.01,0,12.8
K04571.01,0,17.6
K04639.02,0,7.4
K04640.01,0,10.8
K04641.01,0,9.0
K04642.01,0,15.2
K03184.01,0,13.4
K04722.01,0,18.4
K03197.01,0,2.9
K04723.01,0,12.6
K04724.01,0,11.0
K04725.01,0,14.4
K04726.01,0,11.6
K04500.02,0,12.7
K04501.01,0,12.6
K04502.01,0,6.0
K04503.01,0,11.7
K04504.01,0,8.7
K04572.01,0,13.3
K04573.01,0,13.4
K03167.01,1,31.6
K04574.01,1,16.4
K04575.01,0,14.2
K04643.01,0,9.5
K04644.01,0,9.7
K04645.01,0,13.3
K04646.01,0,14.1
K04647.01,0,13.9
K04712.01,1,10.8
K03196.02,0,13.2
K04713.01,0,11.9
K04714.01,0,11.3
K04715.01,0,11.0
K04716.01,0,10.7
K04504.02,0,8.2
K03158.04,0,24.4
K04505.01,0,13.1
K04506.01,0,11.9
K04507.01,0,10.6
K04508.01,0,13.4
K04576.01,0,10.2
K04577.01,0,10.9
K04578.01,0,14.2
K04579.01,0,10.7
K04580.01,0,10.7
K04648.01,0,11.3
K04649.01,0,11.5
K04650.01,0,10.6
K04651.01,0,11.7
K04652.01,0,7.7
K04717.01,0,14.2
K04718.01,0,15.5
K04719.01,0,7.9
K04720.01,0,9.7
K04721.01,0,9.0
K04509.01,0,12.0
K04510.01,0,13.4
K04511.01,0,10.5
K04512.01,0,17.3
K04513.01,0,13.5
K04581.01,0,7.8
K04582.01,0,11.0
K04583.01,0,7.3
K03168.01,0,15.1
K04584.01,1,11.2
K03185.01,0,19.8
K04653.01,0,12.8
K04654.01,0,8.0
K04655.01,0,9.9
K04656.01,0,11.8
K04727.01,0,11.8
K04728.01,0,12.1
K04729.01,0,14.4
K04730.01,0,7.0
K04731.01,0,12.9
K04514.01,0,12.9
K03158.05,0,25.8
K04515.01,0,8.8
K04516.01,0,16.4
K04517.01,1,25.3
K07693.01,0,8.5
K04585.01,0,14.6
K04586.01,0,13.1
K04587.01,0,9.9
K04588.01,0,11.3
K04589.01,0,15.1
K07675.01,0,8.2
K04657.01,0,12.5
K04658.01,0,17.8
K04659.01,0,12.5
K04660.01,1,12.0
K04661.01,0,11.3
K04448.01,0,4.1
K04449.01,0,14.7
K04450.01,0,14.4
K04451.01,0,10.9
K04452.01,0,14.2
K04518.01,0,17.2
K07685.02,0,12.5
K04519.01,0,11.6
K04520.01,0,11.7
K04521.01,0,9.7
K04522.01,0,11.4
K04590.01,0,11.2
K07694.01,0,9.5
K04591.01,0,10.9
K04592.01,1,13.9
K04593.01,0,16.2
K00750.02,0,10.2
K04662.01,0,17.9
K03188.01,0,41.6
K07676.01,0,8.0
K04663.01,0,10.4
K04664.01,0,11.4
K04665.01,0,10.3
K04453.01,0,11.8
K04454.01,0,8.8
K04455.01,0,16.4
K04456.01,0,9.8
K04457.01,0,14.6
K04523.01,0,9.4
K04524.01,0,12.8
K03159.01,0,32.0
K07686.01,0,11.3
K04524.02,0,12.5
K04525.01,0,11.1
K03172.02,0,8.1
K04594.01,1,10.3
K04595.01,0,16.5
K04596.01,0,16.3
K04597.01,0,8.5
K04666.01,0,9.5
K04667.01,0,9.9
K04668.01,1,13.0
K04669.01,0,9.5
K04670.01,0,11.5
K03061.02,0,9.2
K04458.01,0,11.5
K04459.01,0,11.7
K04460.01,0,12.7
K04461.01,0,19.1
K04526.01,0,15.0
K07683.01,1,10.2
K04527.01,0,13.0
K04528.01,0,12.2
K04529.01,1,21.9
K04530.01,0,11.5
K04598.01,0,39.7
K04599.01,0,44.3
K07687.01,0,11.4
K04600.01,0,7.1
K04601.01,0,10.7
K04602.01,0,11.4
K04671.01,0,9.9
K04672.01,0,9.1
K03190.01,0,13.0
K04673.01,0,26.1
K04674.01,0,10.4
K04462.01,0,8.7
K04463.01,0,16.2
K04464.01,0,14.5
K04465.01,0,11.7
K07677.01,1,323.1
K04466.01,0,13.5
K04531.01,0,11.9
K04532.01,0,9.9
K04533.01,0,9.9
K03161.01,1,19.0
K04534.01,1,27.8
K04603.01,0,9.2
K03174.01,0,63.2
K04604.01,0,11.4
K04605.01,0,12.0
K04606.01,0,10.7
K04675.01,0,10.4
K04676.01,0,7.9
K04677.01,0,7.8
K04678.01,0,14.3
K04679.01,0,13.3
K04467.01,0,14.7
K03157.01,0,26.1
K04468.01,0,82.4
K04469.01,1,16.9
K04470.01,0,11.1
K04535.01,0,9.7
K04536.01,0,10.4
K04537.01,0,10.4
K07678.01,0,8.0
K04538.01,0,12.9
K04539.01,1,11.6
K04607.01,0,13.6
K04608.01,0,78.3
K04609.01,0,10.8
K04610.01,0,13.0
K04611.01,0,15.3
K04680.01,0,11.6
K04681.01,0,11.5
K04682.01,0,11.0
K03193.01,1,19.6
K04683.01,0,92.4
K04684.01,0,12.3
K04471.01,0,29.2
K04472.01,0,32.2
K04473.01,0,14.7
K04474.01,0,13.0
K04475.01,0,16.3
K04540.01,1,18.0
K07724.01,0,8.2
K04541.01,0,12.8
K04542.01,0,10.4
K04543.01,0,10.8
K03162.01,1,21.2
K04612.01,0,11.4
K04613.01,0,12.9
K03178.01,0,61.4
K04614.01,0,10.8
K04615.01,0,13.2
K04616.01,0,
K04685.01,0,18.1
K04686.01,0,11.7
K04687.01,0,7.5
K04688.01,0,5.0
K04689.01,1,7.6
K04476.01,0,14.6
K04477.01,0,11.5
K03158.01,0,21.6
K04477.02,0,12.7
K04478.01,0,11.6
K04544.01,0,17.6
K04545.01,0,11.9
K04546.01,0,14.0
K04547.01,0,28.5
K07725.01,0,27.0
K04548.01,0,11.5
K04904.01,0,10.4
K04905.01,0,21.0
K04906.01,0,8.9
K04907.01,0,7.5
K04908.01,1,7.6
K07702.01,0,11.2
K03296.01,0,16.2
K03297.01,1,121.6
K03298.01,0,17.7
K03299.01,1,123.5
K01196.02,0,18.4
K07712.01,0,11.6
K04763.01,0,12.4
K04764.01,0,10.6
K04765.01,0,9.5
K04766.01,0,12.0
K04767.01,0,10.6
K07718.01,0,4.2
K04835.01,0,44.5
K04836.01,0,18.9
K04837.01,0,8.9
K04838.01,0,9.1
K04839.01,0,9.5
K04909.01,0,6.7
K04910.01,0,8.3
K03223.01,1,40.7
K04911.01,0,14.5
K04912.01,0,9.7
K03300.01,1,11.3
K03300.02,1,10.8
K07703.01,0,7.9
K03301.01,0,11.0
K03302.01,0,16.8
K03303.01,0,20.3
K04768.01,0,14.5
K04769.01,0,14.1
K04770.01,0,15.1
K04771.01,0,11.0
K04772.01,0,11.6
K04840.01,0,11.7
K03214.01,0,22.9
K04841.01,0,13.4
K04842.01,0,9.3
K04843.01,0,9.3
K04913.01,0,7.8
K04914.01,0,10.8
K03224.01,0,9.5
K03225.01,0,8.8
K03226.01,0,17.9
K03304.01,1,114.4
K03305.01,0,20.5
K03306.01,0,13.1
K03307.01,0,11.1
K03308.01,0,25.9
K07704.01,0,8.4
K03205.01,1,29.1
K04772.02,0,7.2
K04773.01,0,12.1
K04774.01,0,13.5
K04775.01,0,11.0
K04844.01,0,14.1
K04845.01,0,13.0
K04846.01,0,9.2
K04847.01,1,12.6
K04848.01,0,8.2
K03227.01,0,15.2
K03230.01,0,137.3
K07719.01,0,12.7
K03231.01,0,13.5
K03232.01,0,11.7
K00279.03,0,9.8
K01196.03,0,11.8
K03308.02,0,15.9
K03309.01,0,95.9
K03310.01,0,20.0
K03311.01,0,16.4
K04776.01,0,10.8
K04777.01,0,12.3
K04778.01,0,13.6
K07706.01,0,5.1
K04779.01,1,16.9
K04780.01,0,8.1
K04849.01,0,9.8
K04850.01,0,11.1
K03216.01,1,26.4
K04851.01,0,15.7
K07713.01,0,11.0
K04852.01,0,10.2
K01101.02,0,12.1
K03234.01,0,13.4
K03236.01,0,10.5
K03237.01,0,8.9
K03238.01,0,75.0
K03239.01,0,9.0
K03312.01,0,11.6
K03313.01,0,15.8
K03314.01,1,71.0
K03315.01,0,17.0
K07726.01,0,17.4
K03316.01,0,38.0
K04781.01,0,11.2
K03206.01,0,11.4
K04782.01,0,8.7
K04783.01,0,26.0
K04784.01,0,13.8
K04853.01,0,9.2
K04854.01,0,10.7
K04855.01,0,15.5
K04856.01,0,15.8
K04857.01,0,9.7
K03240.01,1,26.5
K07714.01,0,9.6
K03241.01,1,19.7
K03242.01,1,20.9
K03243.01,1,19.7
K03245.01,0,17.4
K01132.02,1,
K03324.01,0,9.9
K03325.01,1,20.5
K01422.04,0,13.0
K03326.01,1,123.1
K03327.01,1,186.0
K04785.01,0,10.1
K04786.01,0,10.5
K04787.01,0,10.0
K04788.01,1,9.8
K04789.01,0,16.1
K04858.01,0,7.9
K04859.01,0,9.1
K04860.01,0,9.2
K03217.01,0,7.6
K04861.01,0,9.7
K03246.01,0,28.7
K03247.01,0,14.8
K03248.01,0,12.0
K07715.01,0,8.5
K03249.01,1,40.3
K03250.01,0,37.5
K03318.01,0,10.3
K01404.02,0,11.9
K03318.02,0,6.4
K07720.01,0,6.6
K03319.01,0,24.9
